ID CONTRATO,RUC CONTRATISTA,TIPO PENALIDAD,OBJETO CONTRATO,ENTIDAD CONTRATANTE,FECHA PENALIDAD,DESCRIPCION/MOTIVO,MONTO
1159733,20100686814,POR MORA,SERVICIOS,FONDO MIVIVIENDA S.A.,5/8/2020,PAQUETERIA - ENERO ,"128,8"
1112691,C0002975518,POR MORA,SERVICIOS,SUPERINTENDENCIA DEL MERCADO DE VALORES,15/10/2018,atraso en la entrega de accesorios del equipo de computo,"58665,48"
1282318,20550772664,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,16/10/2020,OTRAS PENALIDADES,200.00
1184254,20164102921,OTRA PENALIDAD,SERVICIOS,PROGRAMA NACIONAL DE EMPLEO JUVENIL JOVENES PRODUCTIVOS,9/1/2019,R120,595.00
1254244,20319363221,POR MORA,SERVICIOS,SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS,24/11/2020,Retraso injustificado subsanaciones,12700.00
1200157,20262241441,OTRA PENALIDAD,CONSULTORIAS OBRAS,PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,25/2/2020,incumplimiento de contrato,65360.00
1263752,20486484013,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,9/9/2020,OTRA PENALIDAD,21950.00
1163359,20387377167,POR MORA,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,3/11/2020,POR MORA,"291,2"
1200157,20262241441,OTRA PENALIDAD,CONSULTORIAS OBRAS,PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,30/9/2020,incumplimiento de contrato,12900.00
1279732,20600565461,OTRA PENALIDAD,SERVICIOS,DEFENSORIA DEL PUEBLO,7/10/2020,Por remplazar al agente de seguridad sin contar con la autorización del Jefe del Área ISI,200.00
1279732,20600565461,OTRA PENALIDAD,SERVICIOS,DEFENSORIA DEL PUEBLO,26/11/2020,Por no tener el puesto cubierto de un agente que resultó positivo al COVID-19 el10/07/2020,331.00
1295573,20600565461,OTRA PENALIDAD,SERVICIOS,DEFENSORIA DEL PUEBLO,18/12/2020,Por remplazar al agente de seguridad sin contar con la autorización del Jefe del Área ISI,100.00
1295550,C0003245738,OTRA PENALIDAD,SERVICIOS,MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA,11/11/2020,NO PRESENTAR OPORTUNAMENTE LA VALORIZACION,5375.00
1279732,20600565461,OTRA PENALIDAD,SERVICIOS,DEFENSORIA DEL PUEBLO,7/10/2020,Por no tener los puestos cubiertos del supervisor y un agente - positivos al COVID-19,1313.00
1149605,20100017491,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° X SEDE CUSCO,23/6/2020,OTRAS PENALIDADES ,"891,33"
1181066,20555114622,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,29/12/2020,OTRA PENALIDAD,100.00
1186519,20359742615,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,16/12/2020,OTRAS PENALIDADES,200.00
1148200,20502029178,OTRA PENALIDAD,SERVICIOS,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,11/6/2019,OTRAS PENALIDADES,3310.00
1148200,20502029178,OTRA PENALIDAD,SERVICIOS,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,11/3/2020,OTRAS PENALIDADES,"3361,55"
1214408,20524480850,POR MORA,SERVICIOS,ZONA REGISTRAL NRO XIV SEDE AYACUCHO,26/7/2019,"Retraso injustificado en la ejecución de las prestaciones, objeto de contrato.","1386,28"
1214408,20524480850,POR MORA,SERVICIOS,ZONA REGISTRAL NRO XIV SEDE AYACUCHO,10/10/2019,"Retraso injustificado en la ejecución de las prestaciones, objeto de contrato.","461,64"
1214408,20524480850,POR MORA,SERVICIOS,ZONA REGISTRAL NRO XIV SEDE AYACUCHO,23/12/2020,"Retraso injustificado en la ejecución de las prestaciones, objeto de contrato.","73,33"
1267130,20601590906,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL NRO XIV SEDE AYACUCHO,17/11/2020,"La no supervision, abandono de servicio y puesto no cubierto durante turno y sin reemplazo",726.00
1263752,20486484013,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,9/12/2020,OTRA PENALIDAD,2100.00
1196372,20422293699,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,30/12/2020,OTRA PENALIDAD,300.00
1144484,20101155588,OTRA PENALIDAD,SERVICIOS,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,12/7/2019,OTRAS PENALIDADES,200.00
1297149,10230038321,POR MORA,SERVICIOS,POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA ANTIDROGAS,25/9/2020,POR DEMORA EN MANTENIMIENTO DE LOS VEHICULOS,"3354,58"
1214408,20524480850,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL NRO XIV SEDE AYACUCHO,23/12/2020,Según las cláusulas del contrato.,"6,63"
1267130,20601590906,POR MORA,SERVICIOS,ZONA REGISTRAL NRO XIV SEDE AYACUCHO,21/8/2020,El contratista incumplio con las condiciones contractuales del servicio de adicional.,"1271,11"
1277107,20137323967,POR MORA,BIENES,FUERZA AEREA DEL PERU,8/9/2020,Por retraso injustificado en atender los bienes,"13126,1"
1290718,20387377167,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,22/12/2020,OTRAS PENALIDADES,210.00
1165310,20513852500,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° V SEDE TRUJILLO,6/11/2020,Aplicación por otras penalidades,"1894,97"
1270369,20604328706,OTRA PENALIDAD,SERVICIOS,DEFENSORIA DEL PUEBLO,22/12/2020,Por no tener los puestos cubiertos de 14 operarios(as) de limpieza,12362.00
1282588,20601643414,POR MORA,BIENES,MUNICIPALIDAD DISTRITAL DE CIENEGUILLA,7/12/2020,RETRASO EN ENTREGA DE LOS BIENES,"1126,02"
1239916,20521401703,POR MORA,OBRAS,MUNICIPALIDAD DISTRITAL DE CIENEGUILLA,11/12/2019,INASISTENCIA DE RESIDENTE DE OBRA,"613,52"
1127728,20542278502,OTRA PENALIDAD,SERVICIOS,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,3/1/2019,Por retraso en los pagos del personal destacado conforme a los plazos establecidos,415.00
1218477,20527871493,POR MORA,SERVICIOS,GOBIERNO REGIONAL DE CUSCO - UNIDAD EJECUTORA 401:SALUD CANAS CANCHIS ESPINAR,27/12/2019,El retraso en la entrega de documentación respectiva de acuerdo al contrato suscrito.,"262,5"
1223688,20519272815,POR MORA,BIENES,GOBIERNO REGIONAL DE CUSCO - UNIDAD EJECUTORA 401:SALUD CANAS CANCHIS ESPINAR,19/8/2019,Por incumplimiento a la orden de compra Nº 138-2019,"2405,19"
1222824,20545647916,OTRA PENALIDAD,SERVICIOS,SERVICIO DE ADMINISTRACION TRIBUTARIA - LIMA,11/12/2019,"LA PENALIDAD ES 0.53 CENTIMOS, EL SISTEMA NO DEJA PONER CERO NI PUNTO",53.00
1261026,20100148162,OTRA PENALIDAD,SERVICIOS,SERVICIO DE ADMINISTRACION TRIBUTARIA - LIMA,19/6/2020,OTRAS PENALIDADES,"2166,66"
1261026,20100148162,OTRA PENALIDAD,SERVICIOS,SERVICIO DE ADMINISTRACION TRIBUTARIA - LIMA,18/1/2021,OTRAS PENALIDADES,"735,81"
1237222,20503722519,OTRA PENALIDAD,SERVICIOS,SERVICIO DE ADMINISTRACION TRIBUTARIA - LIMA,9/1/2020,otras penalidades,2880.00
1272808,20565972988,OTRA PENALIDAD,SERVICIOS,SERVICIO DE ADMINISTRACION TRIBUTARIA - LIMA,16/12/2020,OTRAS PENALIDADES,2580.00
1245994,20492226883,POR MORA,BIENES,GOBIERNO REGIONAL DE CUSCO - UNIDAD EJECUTORA 401:SALUD CANAS CANCHIS ESPINAR,28/11/2019,Incumplimiento a la orden de compra Nº 327-2019,8955.00
1261026,20100148162,OTRA PENALIDAD,SERVICIOS,SERVICIO DE ADMINISTRACION TRIBUTARIA - LIMA,19/6/2020,OTRAS PENALIDADES,"2507,14"
1261026,20100148162,OTRA PENALIDAD,SERVICIOS,SERVICIO DE ADMINISTRACION TRIBUTARIA - LIMA,24/6/2020,OTRAS PENALIDADES,"829,84"
1271506,20100904315,OTRA PENALIDAD,SERVICIOS,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,25/5/2020,Por no cubrir puesto de agentes de vigilancia,24510.00
1288850,20602158056,OTRA PENALIDAD,SERVICIOS,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,26/11/2020,"POR 272 OCURRENCIA EN PERIODO DE 01 AL 16 SETIEMBRE, AGOSTO Y JULIO",116960.00
1143958,20514038601,OTRA PENALIDAD,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,24/1/2020,POR NO CONTAR CON EQUIPAMIENTO MINIMO,4200.00
1295573,20600565461,OTRA PENALIDAD,SERVICIOS,DEFENSORIA DEL PUEBLO,1/2/2021,Por no presentar los documentos de pago de diciembre del 2020 dentro del plazo otorgado.,300.00
1267669,20600639812,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° V SEDE TRUJILLO,19/3/2021,RETRASOS O CARGOS NO ENTREGADOS  ,"882,8"
1259282,20537082934,POR MORA,SERVICIOS,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,22/9/2020,RETRASO EN LA ENTREGA DE LOS PRODUCTOS,12700.00
1259370,20537082934,POR MORA,SERVICIOS,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,30/12/2020,RETRASO EN LA ENTREGA DE LOS PRODUCTOS,21700.00
1193299,20535170640,OTRA PENALIDAD,OBRAS,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,26/7/2019,ENTREGA DE INFORMACION INCOMPLETA Y/O ERRORES,"1134,34"
1248226,10461949598,OTRA PENALIDAD,CONSULTORIAS OBRAS,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,19/6/2019,"OTRAS PENALIDADES:""POR AUSENCIA DEL SUPERVISOR EN LA EJECUCIÓN DE LA OBRA""",430.00
1223593,20444827204,POR MORA,BIENES,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,5/7/2019,POR RESTRASO INJUSTIFICADO EN LA ENTREGA DEL BIEN EN ALMACEN DE OBRA.,25800.00
1248226,10461949598,OTRA PENALIDAD,CONSULTORIAS OBRAS,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,18/6/2020,"OTRAS PENALIDADES:""POR NO PRESENTAR EL INFORME SEMANAL""","21,5"
1205616,20527180822,OTRA PENALIDAD,SERVICIOS,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL SUR ESTE S.A.,1/3/2021,Incumplimiento de Contrato,"12617,28"
1128645,10232422853,POR MORA,CONSULTORIAS OBRAS,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,17/9/2020,RETRASO INJUSTIFICADO EN LA PRESTACION DEL SERVICIO.,19000.00
1128645,10232422853,OTRA PENALIDAD,CONSULTORIAS OBRAS,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,17/9/2020,"OTRAS PENALIDADES:""INFORME FINAL DE LA OBRA""",1900.00
1287974,20500933284,POR MORA,BIENES,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,2/10/2020,POR RESTRASO INJUSTIFICADO EN LA ENTREGA DEL BIEN EN ALMACEN ,"7706,4"
1283238,10412348236,OTRA PENALIDAD,CONSULTORIAS OBRAS,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,18/12/2020,NUMERAL 14 DEL CONTRATO 23-2020/ORA ,86.00
1219792,20600567650,OTRA PENALIDAD,SERVICIOS,PROGRAMA EDUCACION BASICA PARA TODOS UE 026,5/9/2019,CONF. 1057-2019-MINEDU/VMGP-DIGESE-DEBEDSAR,"325,5"
1154558,20543254798,POR MORA,SERVICIOS,PROGRAMA EDUCACION BASICA PARA TODOS UE 026,26/6/2018,CONF. 726-2018-MINEDU/SPE-OTIC,"588,77"
1300391,C0003244417,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° VII SEDE HUARAZ,30/4/2021,"POR NO EFECTUAR LOS PAGOS DE ESSALUD, AFP Y SNP",10500.00
1148702,20602947522,POR MORA,SERVICIOS,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,16/8/2019,POR RESTRASO INJUSTIFICADO EN LA PRESTACION DEL SERVICIO,6105.00
1300391,C0003244417,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° VII SEDE HUARAZ,30/4/2021,POR NO INGRESAR LA TOTALIDAD DE MATERIALES,2400.00
1149080,20100017491,OTRA PENALIDAD,SERVICIOS,SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS,19/5/2021,Otras penalidades ,"1859,74"
1285956,20502221796,OTRA PENALIDAD,SERVICIOS,MUNICIPALIDAD DISTRITAL DE SAN LUIS - LIMA,31/8/2021,OTRAS PENALIDADES EN EL TERMINO DE REFERENCIA,"21499,5"
1202135,20550978874,POR MORA,BIENES,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,30/10/2019,INCUMPLIMIENTO EN LA ENTREGA  DEL BIEN DENTRO DE LOS PLAZOS ESTABLECIDOS EN ALMACEN.,11999.00
1296832,20601530857,OTRA PENALIDAD,SERVICIOS,PROGRAMA NACIONAL DE EMPLEO JUVENIL JOVENES PRODUCTIVOS,3/12/2020,Modificación de personal clave sin autorización- Contrato 007-2020,"7573,75"
1258328,20541413945,POR MORA,BIENES,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,31/12/2019,INCUMPLIMIENTO EN LA ENTREGA  DEL BIEN DENTRO DE LOS PLAZOS ESTABLECIDOS EN ALMACEN.,"7320,6"
1193299,20535170640,OTRA PENALIDAD,OBRAS,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,10/7/2019,ENTREGA DE INFORMACION INCOMPLETA Y/O CON ERRORES Y/O EXTEMPORÁNEO,"10209,06"
1300391,C0003244417,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° VII SEDE HUARAZ,31/3/2021,POR FALTAR AL CENTRO DE TRABAJOS LOS OPERARIOS,6600.00
1280075,20530036481,OTRA PENALIDAD,OBRAS,MUNICIPALIDAD DISTRITAL DE HUARMACA,18/5/2021,EL CONTRATISTA NO CUENTA CON LOS DISPOSITIVOS DE SEGURIDAD EN OBRA TANTO PEATONAL O VEHICU,2200.00
1278151,20536619047,OTRA PENALIDAD,SERVICIOS,MUNICIPALIDAD DISTRITAL DE SAN LUIS - LIMA,1/8/2020,OTRAS PENALIDADES EN EL TERMINO DE REFERENCIA,1290.00
1287802,10434473131,OTRA PENALIDAD,SERVICIOS,AUTORIDAD NACIONAL DEL SERVICIO CIVIL,2/3/2021,?otras penalidades? en el entregable del mes de enero de 2021,660.00
1275874,20543254798,OTRA PENALIDAD,SERVICIOS,DEFENSORIA DEL PUEBLO,15/6/2021,POR DEMORA EN LA SUBSANACION DE UNA AVERÍA JULIACA - VPN (PENALIDAD REFERENTE AL SERVICIO),"243,75"
1288131,20100717124,OTRA PENALIDAD,SERVICIOS,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,26/10/2020,incumplimientos contractuales,25370.00
1134670,20571131464,OTRA PENALIDAD,OBRAS,GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL,21/2/2020,OTRAS PENALIDADES,"20770,84"
1145867,20602635539,OTRA PENALIDAD,OBRAS,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,12/7/2021,No contar con Poliza Vigente,"2886,77"
1261293,20605436723,POR MORA,CONSULTORIAS OBRAS,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,28/10/2020,Penalidad Clausula Duodecima del Contrato de Supervision,"6258,44"
1283896,20100904315,OTRA PENALIDAD,SERVICIOS,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,31/1/2021,PERIODO DE ENERO,180510.00
1248771,20601846757,OTRA PENALIDAD,SERVICIOS,SEGURO SOCIAL DE SALUD,23/11/2020,OTRAS PENALIDADES,"96646,74"
1245443,20517036693,OTRA PENALIDAD,SERVICIOS,SEGURO SOCIAL DE SALUD,24/11/2020,OTRAS PENALIDADES,"89136,37"
1277903,20553529337,OTRA PENALIDAD,SERVICIOS,PROGRAMA NACIONAL DE CENTROS JUVENILES,30/9/2020,PENALIDAD OTROS POR OCURRENCIA Y AGENTE ,11610.00
1252854,20600545168,OTRA PENALIDAD,SERVICIOS,PROGRAMA NACIONAL DE CENTROS JUVENILES,4/9/2020,"PENALIDAD OTROS POR TARZANZA, ENTRE OTROS",11050.00
1251437,10181885934,OTRA PENALIDAD,CONSULTORIAS OBRAS,GOBIERNO REGIONAL DE LIMA - DIRECCIÓN REGIONAL DE AGRICULTURA DE LIMA PROVINCIAS,8/4/2021,APROBACION DE METRADOS NO EJECUTADOS Y DEMORA EN ENTREGA DE INFORMACION,33600.00
1209866,20552504641,OTRA PENALIDAD,SERVICIOS,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,11/6/2021,OTRAS PENALIDADES,"1463,36"
1295455,C0003245736,OTRA PENALIDAD,SERVICIOS,MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA,19/7/2021,DEMORA EN LA SUBSANACION,3300.00
1190371,20511331707,OTRA PENALIDAD,SERVICIOS,AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO,26/10/2020,PUESTOS DE VIGILANCIAS NO CUBIERTOS,860.00
1175552,20553892253,POR MORA,SERVICIOS,SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS,3/8/2021,retraso devolucion cargos,"1,95"
1282317,20550772664,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,23/7/2021,OTRA PENALIDAD,200.00
1289497,20450632598,OTRA PENALIDAD,SERVICIOS,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL SUR ESTE S.A.,27/6/2021,Incumplimiento de plazos.,3225.00
1131524,20602131549,OTRA PENALIDAD,SERVICIOS,OFICINA DE NORMALIZACION PREVISIONAL,30/6/2021,Por incumplimiento con los ANS y entregar información con error ,114400.00
1099250,20528026100,OTRA PENALIDAD,SERVICIOS,EMPRESA DE GENERACION ELECTRICA MACHUPICCHU,14/3/2018,Penalidad por no contar con licencia de uso de armas vigente SUCAMEC  ,2430.00
1229703,20601222788,OTRA PENALIDAD,SERVICIOS,GOBIERNO REGIONAL DE LAMBAYEQUE - PROYECTO ESPECIAL OLMOS - TINAJONES,19/1/2021,DEMORA DEL ENTREGABLE N 06,4400.00
1178083,20513158808,OTRA PENALIDAD,SERVICIOS,OFICINA DE NORMALIZACION PREVISIONAL,10/6/2021,"Incumplimiento del punto ?3.1.6 Penalidades ? OTROS? - 3.1.6.3, 3.1.6.4 y 3.1.6.9"" de TDR","49752,58"
1267207,20450317480,POR MORA,SERVICIOS,MINISTERIO PUBLICO-GERENCIA ADMINISTRATIVA DE SAN MARTIN,18/9/2020,POR 201 ATRASOS EN SERVICIO DE COURIER-ENERO 2020,"271,83"
1267207,20450317480,POR MORA,SERVICIOS,MINISTERIO PUBLICO-GERENCIA ADMINISTRATIVA DE SAN MARTIN,28/12/2020,POR 34 ATRASOS EN SERVICIO DE COURIER-SETIEMBRE 2020,"52,99"
1267207,20450317480,POR MORA,SERVICIOS,MINISTERIO PUBLICO-GERENCIA ADMINISTRATIVA DE SAN MARTIN,28/12/2020,POR 91 ATRASOS EN SERVICIO DE COURIER-NOVIEMBRE 2020,"175,33"
1247995,20603823380,OTRA PENALIDAD,CONSULTORIAS OBRAS,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,9/9/2021,OTRAS PENALIDADES,"612,99"
1269133,20605159398,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,27/4/2020,"POR REALIZAR CAMBIO DE PERSONAL, POR NO CUBRIR PUESTO Y NO CONTAR CON POLIZAS VIGENTES.",1740.00
1210086,20528343687,OTRA PENALIDAD,SERVICIOS,PETROLEOS DEL PERU S.A.,16/10/2020,NO CUMPLIO EL HORARIO DE ZARPE ESTABLECIDO POR CAUSAS IMPUTABLES A EL CONTRATISTA,"916,79"
1285921,20121978025,POR MORA,SERVICIOS,FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,11/12/2020,RETRAZO ENTREGA ,"945,89"
1285921,20121978025,POR MORA,SERVICIOS,FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,11/12/2020,RETRAZO ENTREGA ,"323,65"
1262899,20600662253,OTRA PENALIDAD,SERVICIOS,INPE-DIRECCION REGIONAL CENTRO - HUANCAYO,26/5/2021,Por la falta de personal clave  a laborar,"98,4"
1236270,20547784813,OTRA PENALIDAD,SERVICIOS,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,28/6/2021,No brindar descanso al personal mediante agente volante,600.00
1293159,20387377167,POR MORA,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,17/9/2021,POR MORA,3252.00
1210815,20381450377,POR MORA,BIENES,INSTITUTO NACIONAL DE SALUD DEL NIÑO,19/8/2021,Por 2 dias de retraso Memo-1561-OL-305-2021-UACBS-OL-INSN,"1993,75"
1269822,20605159398,POR MORA,SERVICIOS,FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,1/3/2021,OTRAS PENALIDADES - COMPLEMENTARIO,100.00
1203573,20511609675,OTRA PENALIDAD,SERVICIOS,INSTITUTO NACIONAL DE SALUD DEL NIÑO,15/9/2021,Incumplimiento de terminos contractuales del 01 al 11 de Julio del 2021,"293,79"
1282317,20550772664,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,22/10/2021,OTRA PENALIDAD,425.00
1070009,20519951551,OTRA PENALIDAD,SERVICIOS,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,15/3/2017,1. NO BRINDAR DESCANSO AL PERSONAL MEDIANTE AGENTE VOLANTE. 2. AGENTE CUBRA DOS TURNOS,2560.00
989899,10247139945,OTRA PENALIDAD,OBRAS,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL SUR ESTE S.A.,21/3/2017,Incumplimiento de Contrato,"45353,04"
1228122,20603914920,OTRA PENALIDAD,SERVICIOS,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL SUR ESTE S.A.,29/10/2021,Incumplimiento de Contrato,4200.00
1193140,20392661647,POR MORA,SERVICIOS,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,25/11/2021,RETRASO INJUSTIFICADO,"731,91"
1073977,20601720613,OTRA PENALIDAD,CONSULTORIAS OBRAS,GOBIERNO REGIONAL DE AREQUIPA Sede Central,22/10/2021,AUSENCIA DE PERSONAL CLAVE,"62886,76"
1287871,20501262260,POR MORA,BIENES,CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS,9/11/2021,RETRASO DE 99 DIAS CALENDARIO,13992.00
1267207,20450317480,POR MORA,SERVICIOS,MINISTERIO PUBLICO-GERENCIA ADMINISTRATIVA DE SAN MARTIN,5/10/2021,POR 40 ATRASOS EN SERVICIO DE COURIER-JULIO 21,"66,72"
1259735,20603237120,POR MORA,BIENES,PODER JUDICIAL - UNIDAD DE COORDINACION DE PROYECTOS DEL PODER JUDICIAL,12/3/2020,INCURRIO EN PENALIDAD 01 DIA POR RETRASO,"454,11"
1070009,20519951551,OTRA PENALIDAD,SERVICIOS,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,18/4/2017,NO BRINDAR DESCANSO AL PERSONAL MEDIANTE AGENTE VOLANTE,1200.00
1061570,20393888041,OTRA PENALIDAD,SERVICIOS,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,11/10/2018,NO EFECTUAR VISITAS DIARIAS - DEL SUPERVISOR EXTERNO,200.00
1267669,20600639812,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° V SEDE TRUJILLO,12/11/2021,NO PRESENTAR A LA ENTIDAD DENTRO DEL PLAZO EL CUADRO DE DEVOLUCIÓN,"754,6"
1267669,20600639812,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° V SEDE TRUJILLO,13/10/2021,NO PRESENTAR A LA ENTIDAD DENTRO DEL PLAZO ESTABLECIDO  EN EL CUADRO DE DEVOLUCION,"848,3"
1298397,20602034390,OTRA PENALIDAD,SERVICIOS,MUNICIPALIDAD PROVINCIAL DE SANDIA,13/12/2021,POR AUSENCIA INJUSTIFICADA,6600.00
1256442,20553892253,POR MORA,SERVICIOS,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,29/12/2020,PENALIDAD POR MORA - CORRESPONDIENTE AL MES DE OCTUBRE 2020,"100,75"
1203947,10401859395,POR MORA,CONSULTORIAS OBRAS,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,9/12/2020,PENALIDAD POR MORA- VALORIZACIÓN 10,"1112,1"
1294614,20600824822,POR MORA,CONSULTORIAS OBRAS,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,27/7/2021,POR MORA,"11147,04"
1244785,20532686335,POR MORA,SERVICIOS,ZONA REGISTRAL N° XIII SEDE TACNA,14/7/2021,PENALIDAD POR MORA A DESCONTAR EN EL MES DE NOVIEMBRE 2020,"1906,28"
1244785,20532686335,POR MORA,SERVICIOS,ZONA REGISTRAL N° XIII SEDE TACNA,11/8/2021,PENALIDAD POR MORA A DESCONTAR EN EL MES DE ENERO 2021,"2883,27"
1244785,20532686335,POR MORA,SERVICIOS,ZONA REGISTRAL N° XIII SEDE TACNA,18/8/2021,PENALIDAD POR MORA A DESCONTAR EN EL MES DE ABRIL 2021,"447,41"
1259028,20486484013,OTRA PENALIDAD,SERVICIOS,CORTE SUPERIOR DE JUSTICIA DE UCAYALI,9/12/2021,"DICIEMBRE- INFRACCION 2, POR FALTA DE UNO O MAS OPERARIOS",220.00
1293159,20387377167,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,28/12/2021,OTRA PENALIDAD,"795,6"
1256442,20553892253,POR MORA,SERVICIOS,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,6/9/2021,PENALIDAD POR MORA - CORRESPONDIENTE AL MES DE JULIO,1.00
1279079,20359742615,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,18/12/2020,CAMBIO Y ROTACION DE PERSONAL Y NO ENVIAR A TIEMPO EL REEMPLAZO DEL AVP,1075.00
1181995,20487950301,OTRA PENALIDAD,OBRAS,MUNICIPALIDAD DISTRITAL DE HAQUIRA,9/12/2019,"POR AUSENCIA DEL EQUIPO PROFESIONAL PROPUESTO, SEGUN RESOLUCION GM Nº 451-2019-MDH-C",25200.00
